company,industry,address,plz,region_prio,phone,email,website,doors_in_use,brand,year,photo_url,source_url,maps_link,source_type
"Kühne+Nagel, Zweigniederlassung Chemnitz",Spedition / Kontraktlogistik,"Johann-Esche-Straße 30, 09212 Limbach-Oberfrohna",09212,Deutschland,+49 3722 407-0,,https://home.kuehne-nagel.com,"Neubau 2015: 69 elektrisch betriebene Rolltore, zusätzlich mit hydraulischen Überladebrücken ausgestattet, laut Kühne+Nagel-Pressemitteilung",,2015,,https://newsroom.kuehne-nagel.com/neues-logistikzentrum-im-raum-chemnitz/,https://maps.google.com/?q=Johann-Esche-Stra%C3%9Fe%2030%2C%2009212%20Limbach-Oberfrohna&t=k,Logistikzentren Presse
"Hellmann Worldwide Logistics, Niederlassung Bremen",Spedition / Stückgutlogistik,"Ludwig-Erhard-Straße, 28197 Bremen (GVZ)",28197,Deutschland,,,https://www.hellmann.com,"Neubau 2021: 8.000 m² Umschlagfläche mit 100 Verladetoren laut Hellmann-Pressemitteilung, digitales Yard-Management",,2021,,https://www.hellmann.com/en/news/2021/hellmann-opens-digitized-freight-forwarding-facility-bremen,https://maps.google.com/?q=Hellmann%20Ludwig-Erhard-Stra%C3%9Fe%20Bremen&t=k,Logistikzentren Presse
"Hellmann Worldwide Logistics, Logistikzentrum Halle (Saale)",Kontraktlogistik / Handelsdistribution,"Wegastraße 4, 06116 Halle (Saale) (Star Park Halle-Queis)",06116,Deutschland,,,https://www.hellmann.com,"Neubau (ca. 21.000 m² Lagerfläche, 12,5 Mio. Euro): 22 Verladetore laut Presse",,,,https://www.verkehrsrundschau.de/nachrichten/lager-umschlag/hellmann-eroeffnet-neues-logistikzentrum-in-halle-2991273,https://maps.google.com/?q=Wegastra%C3%9Fe%204%2C%2006116%20Halle%20Saale&t=k,Logistikzentren Presse
"REWE Group, Logistikzentrum RE D 39 Magdeburg",Lebensmittellogistik,"Burger Straße 12, 39126 Magdeburg (Rothensee)",39126,Deutschland,,,https://www.rewe-group.com,"Neubau 2024 (250 Mio. Euro, 49.500 m², teilautomatisiert): 53 Warenausgangstore laut REWE-Pressemitteilung, bis 286.000 Einheiten/Tag",,2024,,https://mediacenter.rewe.de/pressemitteilungen/REWE-staerkt-Logistik-mit-Investitionen-von-250-Millionen-Euro-in-Magdeburg,https://maps.google.com/?q=Burger%20Stra%C3%9Fe%2012%2C%2039126%20Magdeburg&t=k,Logistikzentren Presse
"EDEKA Südwest, Tiefkühllager Offenburg",Kühllogistik / Lebensmittelgroßhandel,"Edekastraße 1, 77656 Offenburg",77656,Deutschland,,,https://verbund.edeka,"Neubau Tiefkühllager, in Betrieb seit Januar 2026 (60 Mio. Euro, 12.000 m², 10.500 Paletten): 20 Lkw-Andocktore laut Edeka-Pressemitteilung",,2026,,https://verbund.edeka/presse/pressemeldungen/edeka-tiefk%C3%BChllager-offenburg-in-betrieb.html,https://maps.google.com/?q=Edekastra%C3%9Fe%201%2C%2077656%20Offenburg&t=k,Logistikzentren Presse
"EDEKA Nord, Zentrallager Neumünster-Eichhof",Lebensmittellogistik,"Gewerbepark Eichhof, Neumünster (an der A7, Abfahrt Neumünster-Nord)",,Deutschland,,,https://verbund.edeka/nord/,"Neubau in zwei Bauabschnitten, vollständig in Betrieb 2025: insgesamt 189 Tore für Warenein- und -ausgang, davon 78 am Frischelager, laut Edeka-Pressemitteilung",,2025,,https://verbund.edeka/presse/pressemeldungen/edeka-nord-nimmt-neues-zentrallager-im-gewerbepark-neum%C3%BCnster-eichhof-vollst%C3%A4ndig-in-betrieb.html,https://maps.google.com/?q=EDEKA%20Zentrallager%20Gewerbepark%20Eichhof%20Neum%C3%BCnster&t=k,Logistikzentren Presse
ALDI Nord (Regionalgesellschaft Sievershausen),Lebensmittellogistik,"Am Schwarzen Kamp 1, 31275 Lehrte (Aligse)",31275,Deutschland,,,https://www.aldi-nord.de,"Neubau 2024 (ca. 42.500 m², beliefert >130 Filialen): Logistikzentrum mit Rampen-/Verladetoren inkl. Kühlbereich, Anzahl nicht veröffentlicht",,2024,,https://www.aldi-nord.de/unternehmen/presse/pressemitteilungen/aldi-nord-eroeffnet-logistikzentrum-bei-lehrte-aligse.html,https://maps.google.com/?q=Am%20Schwarzen%20Kamp%201%2C%2031275%20Lehrte&t=k,Logistikzentren Presse
Lidl Dienstleistung (Warenverteilzentrum HerBo43),Lebensmittellogistik,"Südstraße, Herne (Gewerbegebiet HerBo43 an der A43)",,Deutschland,,,https://unternehmen.lidl.de,"Neubau, 1. Bauabschnitt 2023, vollständig in Betrieb Februar 2026 (ca. 54.000 m², 43.300 Paletten, beliefert bis 120 Filialen): Warenverteilzentrum mit Rampentoren inkl. Kühl-/TK-Bereich, Anzahl nicht veröffentlicht",,2023,,https://unternehmen.lidl.de/pressreleases/2026/260205_inbetriebnahme-herbo43,https://maps.google.com/?q=Lidl%20Warenverteilzentrum%20S%C3%BCdstra%C3%9Fe%20Herne&t=k,Logistikzentren Presse
Lidl Dienstleistung (Warenverteilzentrum Bietigheim),Lebensmittellogistik,"Muggensturmer Landstraße 7, 76467 Bietigheim (Baden)",76467,Deutschland,,,https://unternehmen.lidl.de,"Neubau, operativer Betrieb ab Juli 2026 (44.000 m² Nutzfläche, beliefert ca. 100 Filialen): Warenverteilzentrum mit Rampentoren, Anzahl nicht veröffentlicht",,2026,,https://unternehmen.lidl.de/pressreleases/2026/260521_eroeffnung-bietigheim,https://maps.google.com/?q=Muggensturmer%20Landstra%C3%9Fe%207%2C%2076467%20Bietigheim&t=k,Logistikzentren Presse
"NORDFROST, Multi-Kühlcenter Mücke",Tiefkühl- und Kühllogistik,"Nordfroststraße 1, 35325 Mücke",35325,Deutschland,,,https://www.nordfrost.de/unternehmen/standorte/m%C3%BCcke,"Neubau 2020 (62 Mio. Euro, elf Hallen, 46.000 Palettenstellplätze): 43 Verladetore und 6.200 m² Umschlagfläche laut Unternehmensangaben",,2020,,https://www.nordfrost.de/unternehmen/presse/2056,https://maps.google.com/?q=Nordfroststra%C3%9Fe%201%2C%2035325%20M%C3%BCcke&t=k,Logistikzentren Presse
"Nagel-Group, Logistikzentrum Gotha/Emleben",Lebensmittel- und Kühllogistik,"Am Köpfchen 13, 99869 Emleben",99869,Deutschland,,,https://www.nagel-group.com,"Neubau, Betriebsstart Oktober 2025 (ca. 21.000 m² temperaturgeführte Logistikfläche): Cross-Dock mit Rampentoren, Anzahl nicht veröffentlicht",,2025,,https://www.nagel-group.com/2025/09/nagel-group-eroeffnet-neues-logistikzentrum-in-gotha-emleben/,https://maps.google.com/?q=Am%20K%C3%B6pfchen%2013%2C%2099869%20Emleben&t=k,Logistikzentren Presse
Lineage (Lineage Bremerhaven GmbH),Kühllogistik / Fischlogistik,"Grönlandstraße 2, 27572 Bremerhaven (Fischereihafen)",27572,Deutschland,+49 471 95269 728,,https://www.onelineage.com/facilities/bremerhaven,"Neubau-Tiefkühlhochregallager, eröffnet 2025 (19.000 m², 40.000 Palettenplätze, direkter Kaizugang): 18 Ladetore laut Presse und Betreiberangaben",,2025,,https://www.verkehrsrundschau.de/nachrichten/lager-umschlag/lebensmittellogistik-lineage-eroeffnet-neuen-standort-in-bremerhaven-3811165,https://maps.google.com/?q=Gr%C3%B6nlandstra%C3%9Fe%202%2C%2027572%20Bremerhaven&t=k,Logistikzentren Presse
"dm-drogerie markt, Verteilzentrum Wustermark",Handelslogistik (Drogerie),"Hafenstraße 1, 14641 Wustermark",14641,Deutschland,,,https://www.dm.de/unternehmen/lust-an-zukunft/entwicklung-und-fortschritt/wustermark,"Neubau 2020 (ca. 30.000 m², automatisiertes HRL + Shuttle-Lager): große Warenumschlaghallen mit Verladetoren, Anzahl nicht veröffentlicht; Erweiterung ab 2026 geplant",,2020,,https://logistik-heute.de/news/handelslogistik-dm-verteilzentrum-wustermark-betrieb-genommen-30778.html,https://maps.google.com/?q=Hafenstra%C3%9Fe%201%2C%2014641%20Wustermark&t=k,Logistikzentren Presse
"Dirk Rossmann GmbH, Logistikzentrum Burgwedel 2.0",Handelslogistik (Drogerie),"Am Berkhopsfeld 4, 30938 Burgwedel",30938,Deutschland,,,https://unternehmen.rossmann.de,"Neubau (über 100 Mio. Euro Invest, über zwei Jahre Bauzeit): 61 Tore laut Rossmann-Pressemeldung",,,,https://unternehmen.rossmann.de/presse/pressemeldung/richtfest-fuer-das-neue-rossmann-logistikzentrum-burgwedel-20.html,https://maps.google.com/?q=Am%20Berkhopsfeld%204%2C%2030938%20Burgwedel&t=k,Logistikzentren Presse
Odenwald Quelle GmbH & Co. KG,Mineralbrunnen / Getränkeabfüller,"Ludwigstraße 100, 64646 Heppenheim",64646,Rhein-Main/Rhein-Neckar,+49 6252 123-0,info@odenwaldquelle.de,https://www.odenwaldquelle.de,Abfüllbetrieb mit eigenem Ladehof und Lkw-Verladung; laut Bergsträßer Anzeiger Expansion am Heimatstandort Heppenheim,,,,https://www.odenwaldquelle.de/impressum,https://maps.google.com/?q=Ludwigstra%C3%9Fe%20100%2C%2064646%20Heppenheim&t=k,Regional / Mittelstand
Weiser oHG Getränkefachgroßhandel,Getränkefachgroßhandel,"Darmstädter Str. 97, 64646 Heppenheim",64646,Rhein-Main/Rhein-Neckar,+49 6252 93190,,http://www.getraenkewelt-weiser.de,Getränkefachgroßhandel mit großem Lager und wöchentlichem Lieferservice,,,,https://www.gelbeseiten.de/gsbiz/18c0bb9a-7c21-477b-90f5-435b7a8bfe07,https://maps.google.com/?q=Darmst%C3%A4dter%20Str.%2097%2C%2064646%20Heppenheim&t=k,Regional / Mittelstand
JÄGER DIREKT – Jäger Fischer GmbH & Co. KG,Elektrogroßhandel,"Opusstraße 1, 64646 Heppenheim",64646,Rhein-Main/Rhein-Neckar,+49 6164 9300999,,https://www.jaeger-direkt.com,"""Elektrofabrik"" (Neubau 2016): 24.700 m² Gesamtfläche, davon 5.800 m² Lager und 1.800 m² Wareneingang/Versand mit Verladetoren",,2016,,https://www.lieferanten.de/lieferant-9172-jaeger-direkt-jaeger-fischer-gmbh-und-co-kg.html,https://maps.google.com/?q=Opusstra%C3%9Fe%201%2C%2064646%20Heppenheim&t=k,Regional / Mittelstand
Sanner GmbH,Kunststoffverpackungen für Pharma/Healthcare,"Bertha-Benz-Str. 5, 64625 Bensheim",64625,Rhein-Main/Rhein-Neckar,+49 6251 938-0,,https://www.sanner-group.com,Neue Produktions- und Hauptsitzstätte in Bensheim mit eigener Werkslogistik und Versand in über 150 Länder,,,,https://www.sanner-group.com/sanner-group/headquarters-and-sites,https://maps.google.com/?q=Bertha-Benz-Str.%205%2C%2064625%20Bensheim&t=k,Regional / Mittelstand
BENZ GmbH & Co. KG Baustoffe (NL Bensheim),Baustoffhandel,"Rudolf-Diesel-Str. 5, 64625 Bensheim",64625,Rhein-Main/Rhein-Neckar,+49 6251 1772-0,bensheim@benz-baustoffe.de,https://www.benz-baustoffe.de/standorte/bensheim/,5.200 m² Freilager (davon 1.600 m² überdacht) mit überdachter Be- und Entladezone laut Standortseite,,,,https://www.benz-baustoffe.de/standorte/bensheim/,https://maps.google.com/?q=Rudolf-Diesel-Str.%205%2C%2064625%20Bensheim&t=k,Regional / Mittelstand
Dentsply Sirona Deutschland GmbH (Werk Bensheim),Dentaltechnik / Medizintechnik-Fertigung,"Fabrikstraße 31, 64625 Bensheim",64625,Rhein-Main/Rhein-Neckar,+49 6251 16-0,,https://www.dentsplysirona.com,"Größter Fertigungsstandort des Konzerns (über 2.000 Mitarbeiter); rund 1,4 Mio. € in Logistik und neue Lkw-Zufahrt vom Berliner Ring investiert",,,,https://www.wirtschaftsregion-bergstrasse.de/neuigkeiten/dentsply-sirona-nimmt-neue-lkw-zufahrt-offiziell-in-betrieb,https://maps.google.com/?q=Fabrikstra%C3%9Fe%2031%2C%2064625%20Bensheim&t=k,Regional / Mittelstand
Alnatura Produktions- und Handels GmbH – Verteilzentrum Lorsch,Bio-Lebensmittelhandel / Distributionslogistik,"Carl-Benz-Straße 9, 64653 Lorsch",64653,Rhein-Main/Rhein-Neckar,,,https://www.alnatura.de,Vollautomatisches Holz-Hochregallager für 47.000 Paletten; ca. 4.000 Paletten Ein-/Auslagerung und 135–155 Lkw pro Tag an den Verladetoren,,2014,,https://www.alnatura.de/de-de/ueber-uns/anfahrt-alnatura-verteilzentrum-lorsch/,https://maps.google.com/?q=Carl-Benz-Stra%C3%9Fe%209%2C%2064653%20Lorsch&t=k,Regional / Mittelstand
Bürstadt Furniture GmbH,Möbelindustrie (Mitnahmemöbel),"Industriestraße 14, 68642 Bürstadt",68642,Rhein-Main/Rhein-Neckar,+49 6206 703-0,,https://www.buerstadt-furniture.de,"Über 100.000 m² Produktionsfläche, mehr als 20 Mio. Möbelpakete Versand pro Jahr ab eigenem Werkslager mit Verladerampen",,,,https://www.buerstadt-furniture.de/de/produktion/,https://maps.google.com/?q=Industriestra%C3%9Fe%2014%2C%2068642%20B%C3%BCrstadt&t=k,Regional / Mittelstand
J. N. Köbig GmbH Baustoffgroßhandel (NL Bürstadt),Baustoffgroßhandel,"Forsthausstr. 10, 68642 Bürstadt",68642,Rhein-Main/Rhein-Neckar,+49 6206 9882-0,,https://baustoffshop.koebig.de/standorte/buerstadt,Baustoff-Niederlassung mit eigenem Lager und täglichem Abhol- und Lieferverkehr (Mo–Sa geöffnet),,,,https://baustoffshop.koebig.de/standorte/buerstadt,https://maps.google.com/?q=Forsthausstr.%2010%2C%2068642%20B%C3%BCrstadt&t=k,Regional / Mittelstand
Union Bauzentrum Hornbach GmbH (NL Viernheim),Baustoffhandel,"Wiesenstraße 56, 68519 Viernheim",68519,Rhein-Main/Rhein-Neckar,+49 6204 9196-0,union-viernheim@hornbach.com,https://hornbach-baustoff-union.com/standort/viernheim/,Baustoff-Niederlassung mit eigenem Lager und Verladung für Profikunden (Mo–Sa Abholbetrieb),,,,https://hornbach-baustoff-union.com/standort/viernheim/,https://maps.google.com/?q=Wiesenstra%C3%9Fe%2056%2C%2068519%20Viernheim&t=k,Regional / Mittelstand
Landhandel Ried GmbH (Raiffeisen-Markt Biblis),Agrarhandel / Landhandel,"Eichendorffstr. 10, 68647 Biblis",68647,Rhein-Main/Rhein-Neckar,+49 6245 7007,,,"Landhandel mit Getreidehandel, Raiffeisen-Markt und eigenem Lager am Standort; Nachfolgebetrieb der Raiffeisen Warengenossenschaft Biblis",,,,https://www.goyellow.de/home/agrar-grosshandel-raiffeisen-warengenossenschaft-e-g-biblis--1095fg.html,https://maps.google.com/?q=Eichendorffstr.%2010%2C%2068647%20Biblis&t=k,Regional / Mittelstand
Pfungstädter Brauerei (Die Biermacher GmbH),Brauerei / Getränkeproduktion,"Eberstädter Straße 89, 64319 Pfungstadt",64319,Rhein-Main/Rhein-Neckar,+49 6157 802-0,info@diebiermacher.de,https://pfungstaedter.de,Traditionsbrauerei mit Abfüllung und Getränkeverladung am Brauereistandort Pfungstadt; eigene Auslieferungslogistik,,,,https://pfungstaedter.de/impressum/,https://maps.google.com/?q=Eberst%C3%A4dter%20Stra%C3%9Fe%2089%2C%2064319%20Pfungstadt&t=k,Regional / Mittelstand
Krämer Getränke GmbH & Co. KG,Getränkefachgroßhandel,"Sandwiesenstraße 36, 64665 Alsbach-Hähnlein",64665,Rhein-Main/Rhein-Neckar,+49 6257 9370-0,info@kraemergmbh.de,https://kraemergmbh.de,"Zentrallager mit 8.000 m² Lagerfläche (Neubau, Umzug 2021), über 5.000 Artikel, mehr als 30 Lkw täglich im Auslieferverkehr — Verladetore vorhanden",,2021,,https://kraemergmbh.de/wp/,https://maps.google.com/?q=Sandwiesenstra%C3%9Fe%2036%2C%2064665%20Alsbach-H%C3%A4hnlein&t=k,Regional / Mittelstand
VRM Druck GmbH & Co. KG,Zeitungsdruckerei / Druckzentrum,"Alexander-Fleming-Ring 2, 65428 Rüsselsheim am Main",65428,Rhein-Main/Rhein-Neckar,+49 6142 8336-0,info@vrm.de,https://vrm-druck.de,Eines der modernsten Zeitungsdruckzentren Europas; Papierrollen-Anlieferung und Zeitungsversand über Laderampen im 24/7-Betrieb,,,,https://vrm-druck.de/kontakt/,https://maps.google.com/?q=Alexander-Fleming-Ring%202%2C%2065428%20R%C3%BCsselsheim%20am%20Main&t=k,Regional / Mittelstand
Döhler GmbH,"Lebensmittelzutaten-Hersteller (Getränkegrundstoffe, natürliche Ingredients)","Riedstraße 7-9, 64295 Darmstadt",64295,Rhein-Main/Rhein-Neckar,+49 6151 306-0,mailbox@doehler.com,https://www.doehler.com,Großer Produktions- und Logistikstandort für Lebensmittelzutaten in Darmstadt-West mit Werksverladung und Tanklogistik,,,,https://www.doehler.com/en/imprint.html,https://maps.google.com/?q=Riedstra%C3%9Fe%207-9%2C%2064295%20Darmstadt&t=k,Regional / Mittelstand
DAW SE (Caparol / Alpina),Farben- und Lackhersteller,"Roßdörfer Straße 50, 64372 Ober-Ramstadt",64372,Rhein-Main/Rhein-Neckar,+49 6154 71-0,,https://www.daw.de,"Neues Distributionszentrum mit Hochregallager am Stammsitz Ober-Ramstadt (Baubeginn 2020, eröffnet September 2022) — umfangreiche Verladetechnik für Farbenlogistik",,2022,,https://www.malerblatt.de/betrieb-markt/daw-distributionszentrum/,https://maps.google.com/?q=Ro%C3%9Fd%C3%B6rfer%20Stra%C3%9Fe%2050%2C%2064372%20Ober-Ramstadt&t=k,Regional / Mittelstand
Segmüller Einrichtungshaus Weiterstadt (Hans Segmüller Polstermöbelfabrik GmbH & Co. KG),Möbelhandel / Möbellogistik,"Im Rödling 2, 64331 Weiterstadt",64331,Rhein-Main/Rhein-Neckar,+49 6150 136-0,weiterstadt@segmueller.de,https://www.segmueller.de,Großes Einrichtungshaus mit eigenem Möbellager und Auslieferungslogistik am Standort Weiterstadt; Lkw-Verladung für Möbelauslieferung,,,,https://www.gelbeseiten.de/gsbiz/b6894fd0-ae3d-4dd9-8d97-e00f9577fdbc,https://maps.google.com/?q=Im%20R%C3%B6dling%202%2C%2064331%20Weiterstadt&t=k,Regional / Mittelstand
"Raab Karcher Baustoffhandel (STARK Deutschland GmbH), Niederlassung Darmstadt",Baustoffhandel,"Pfnorstraße 3, 64293 Darmstadt",64293,Rhein-Main/Rhein-Neckar,+49 6151 8195-0,darmstadt@raabkarcher.de,https://www.raabkarcher.de/darmstadt/,Baustoff-Niederlassung mit eigenem Lager und Abhol-/Verladebetrieb (separate Lager-Öffnungszeiten Mo-Sa ausgewiesen),,,,https://www.raabkarcher.de/darmstadt/,https://maps.google.com/?q=Pfnorstra%C3%9Fe%203%2C%2064293%20Darmstadt&t=k,Regional / Mittelstand
Getränke Muth GmbH,Getränkefachgroßhandel,"Kurt-Schumacher-Ring 42, 64527 Büttelborn",64527,Rhein-Main/Rhein-Neckar,+49 6151 55359,info@getraenke-muth.com,https://www.getraenke-muth.com,"Familienbetrieb seit 1934; Zentrallager in Büttelborn, Abholmärkte in Darmstadt, Büttelborn und Trebur, eigener Lieferservice mit über 1.000 Artikeln",,,,https://www.getraenke-muth.com/impressum/,https://maps.google.com/?q=Kurt-Schumacher-Ring%2042%2C%2064527%20B%C3%BCttelborn&t=k,Regional / Mittelstand
Weldebräu GmbH & Co. KG (Welde Braumanufaktur),Brauerei,"Brauereistraße 1, 68723 Plankstadt",68723,Rhein-Main/Rhein-Neckar,+49 6202 9300-0,info@welde.de,https://www.welde.de,"Eigene Braustätte mit Abfüllung, Vollgut-/Leergutlager und Lkw-Verladung ab Werk",,,,https://www.welde.de/rechtliches/impressum/,https://maps.google.com/?q=Brauereistra%C3%9Fe%201%2C%2068723%20Plankstadt&t=k,Regional / Mittelstand
Heidelberger Brauerei GmbH,Brauerei,"Kurpfalzring 112, 69123 Heidelberg",69123,Rhein-Main/Rhein-Neckar,+49 6221 90140,info@heidelberger-brauerei.de,https://www.heidelberger-brauerei.de,Brauerei im Gewerbegebiet Heidelberg-Pfaffengrund mit eigenem Getränkelager und Auslieferung ab Hof,,,,https://www.heidelberger-brauerei.de/impressum/,https://maps.google.com/?q=Kurpfalzring%20112%2C%2069123%20Heidelberg&t=k,Regional / Mittelstand
RENOLIT SE,Kunststofffolien-Hersteller,"Horchheimer Straße 50, 67547 Worms",67547,Rhein-Main/Rhein-Neckar,+49 6241 303-0,,https://www.renolit.com,Stammwerk und Hauptsitz Worms; Produktionsstandort mit Folienlager und Lkw-Verladung,,,,https://www.renolit.com/en/imprint,https://maps.google.com/?q=Horchheimer%20Stra%C3%9Fe%2050%2C%2067547%20Worms&t=k,Regional / Mittelstand
Capri Sun GmbH,Getränkehersteller,"Rudolf-Wild-Straße 86-98, 69214 Eppelheim",69214,Rhein-Main/Rhein-Neckar,+49 6221 7361-0,,https://www.capri-sun.com,Getränkeproduktion am Standort Eppelheim mit Fertigwarenlager und Lkw-Verladung,,,,https://www.capri-sun.com/en/company/terms-and-conditions/,https://maps.google.com/?q=Rudolf-Wild-Stra%C3%9Fe%2086-98%2C%2069214%20Eppelheim&t=k,Regional / Mittelstand
Viscofan DE GmbH (Naturin),Hersteller von Wursthüllen / Lebensmittelverpackungen,"Badeniastraße 13, 69469 Weinheim",69469,Rhein-Main/Rhein-Neckar,+49 6201 86358,contact@bio.viscofan.com,https://www.naturin.de,Produktionswerk für Wursthüllen in Weinheim mit eigenem Versand/Warenausgang,,,,https://viscofan-bioengineering.com/imprint/,https://maps.google.com/?q=Badeniastra%C3%9Fe%2013%2C%2069469%20Weinheim&t=k,Regional / Mittelstand
Stahl Getränke GmbH,Getränkegroßhandel,"Durlacher Straße 8, 68219 Mannheim",68219,Rhein-Main/Rhein-Neckar,+49 6203 89780,info@getraenke-stahl.de,https://getraenke-stahl.de,"Getränkegroßhandel mit eigenem Lager und Ladehof in Mannheim-Rheinau; Belieferung von Gastronomie, Firmen und Wiederverkäufern",,,,https://getraenke-stahl.de/,https://maps.google.com/?q=Durlacher%20Stra%C3%9Fe%208%2C%2068219%20Mannheim&t=k,Regional / Mittelstand
Union Bauzentrum Hornbach GmbH (Niederlassung Worms),Baustoffhandel,"Kirschgartenweg 1, 67549 Worms",67549,Rhein-Main/Rhein-Neckar,+49 6241 305280,,https://hornbach-baustoff-union.com/standort/worms/,Baustoff-Niederlassung mit über 10.000 m² Gesamtfläche inkl. Baustofflager und Verladung laut Standortseite,,,,https://hornbach-baustoff-union.com/standort/worms/,https://maps.google.com/?q=Kirschgartenweg%201%2C%2067549%20Worms&t=k,Regional / Mittelstand
Print Media Group GmbH – ColorDruck Solutions,Druckerei,"Gutenbergstraße 4, 69181 Leimen",69181,Rhein-Main/Rhein-Neckar,+49 6224 7008-0,info@colordruck.com,https://colordruck.com,Bogen- und Digitaldruckerei mit eigener Logistik- und Fulfillment-Abteilung (Lager und Versand am Standort Leimen),,,,https://colordruck.com/impressum/,https://maps.google.com/?q=Gutenbergstra%C3%9Fe%204%2C%2069181%20Leimen&t=k,Regional / Mittelstand
Bäcker Görtz GmbH,Großbäckerei,"Hauptstraße 259, 67065 Ludwigshafen am Rhein",67065,Rhein-Main/Rhein-Neckar,,,https://www.baeckergoertz.de,Eigene Backstube in Ludwigshafen-Rheingönheim mit ca. 50 t Backwaren/Tag; Auslieferung an Filialen mit eigenem Fuhrpark (34 Transporter) laut Wikipedia,,,,https://de.wikipedia.org/wiki/B%C3%A4cker_G%C3%B6rtz,https://maps.google.com/?q=Hauptstra%C3%9Fe%20259%2C%2067065%20Ludwigshafen%20am%20Rhein&t=k,Regional / Mittelstand
A.K. Bender & Sohn GmbH Möbelspedition,Möbelspedition / Möbellogistik,"Friedrichstraße 32, 68199 Mannheim",68199,Rhein-Main/Rhein-Neckar,+49 621 851113,,https://www.umzuege-bender.de,"Möbelspedition seit 1900 mit eigenen Lagerhallen in Mannheim-Neckarau (u. a. Angelstraße 52 und Neckarauer Straße 35/41), Möbeleinlagerung",,,,https://www.11880.com/branchenbuch/mannheim/131903719B27967582/a-k-bender-sohn-gmbh-moebelspedition.html,https://maps.google.com/?q=Friedrichstra%C3%9Fe%2032%2C%2068199%20Mannheim&t=k,Regional / Mittelstand
LÖWEN Entertainment GmbH,Hersteller Unterhaltungs- und Geldspielautomaten,"Saarlandstraße 240, 55411 Bingen am Rhein",55411,Deutschland,+49 6721 407-0,info@loewen.de,https://www.loewen.de,"Produktions- und Logistikstandort Bingen mit Überladebrücken NovoDock L500i, Torabdichtungen NovoSeal S420 und Sektionaltoren NovoDoor Thermo 45 laut Novoferm-Objektbericht",Novoferm,,,https://www.novoferm.de/referenzen/logistik-und-produktionsgebaeude,https://maps.google.com/?q=Saarlandstra%C3%9Fe%20240%2C%2055411%20Bingen%20am%20Rhein&t=k,Regional / Mittelstand
Bayerische Staatsbrauerei Weihenstephan,Brauerei,"Alte Akademie 2, 85354 Freising",85354,Deutschland,+49 8161 536-0,info@weihenstephaner.de,https://www.weihenstephaner.de,"Logistikzentrum im Gewerbegebiet Clemensänger (eröffnet Mai 2019): 10.700 m² überdachte Fläche, 4 Rampen für Container-Be-/Entladung plus 3 Staplerverladungen laut Pressemitteilung",,2019,,https://www.lifepr.de/pressemitteilung/bayerische-staatsbrauerei-weihenstephan/Staatsbrauerei-Weihenstephan-feierte-offizielle-Eroeffnung-des-neuen-Logistikzentrums/boxid/753780,https://maps.google.com/?q=Alte%20Akademie%202%2C%2085354%20Freising&t=k,Regional / Mittelstand
Winkels Getränke Logistik GmbH & Co. Holding KG,Getränkefachgroßhandel und Getränkelogistik,"Gerhard-Rummler-Straße 1, 74343 Sachsenheim",74343,Deutschland,+49 7147 6010-0,info@winkels.de,https://winkels.de,"Vier eigene Getränke-Logistikzentren (Sachsenheim, Östringen, Donaueschingen, Stuttgart) mit Rampenverladung laut eigener Logistik-Seite",,,,https://winkels.de/logistik/index.html,https://maps.google.com/?q=Gerhard-Rummler-Stra%C3%9Fe%201%2C%2074343%20Sachsenheim&t=k,Regional / Mittelstand
Albert Leymann GmbH & Co. KG (Leymann Baustoffe),Baustoffhandel,"Nienburger Straße 105-133, 27232 Sulingen",27232,Deutschland,+49 4271 84-0,info@leymann-baustoffe.de,https://www.leymann-baustoffe.de,"Zentrale Sulingen mit Lagerhallen und Schüttgutlager, eigener Fuhrpark; 14 Standorte in Niedersachsen, Brandenburg und NRW; Standort-Modernisierung laut Weser-Kurier",,,,https://www.leymann-baustoffe.de/standorte/sulingen/,https://maps.google.com/?q=Nienburger%20Stra%C3%9Fe%20105-133%2C%2027232%20Sulingen&t=k,Regional / Mittelstand
Onlineprinters GmbH,Onlinedruckerei,"Rudolf-Diesel-Straße 10, 91413 Neustadt an der Aisch",91413,Deutschland,+49 9161 6209800,,https://www.onlineprinters.de,Großdruckerei mit eigener Produktion und Versandlogistik am Standort Neustadt an der Aisch (Produktionsgesellschaft Onlineprinters Produktions GmbH am selben Standort),,,,https://branchenbuch.meinestadt.de/neustadt-aisch/company/5599833,https://maps.google.com/?q=Rudolf-Diesel-Stra%C3%9Fe%2010%2C%2091413%20Neustadt%20an%20der%20Aisch&t=k,Regional / Mittelstand
Develey Senf & Feinkost GmbH (Werk Dingolfing),"Lebensmittelhersteller (Senf, Saucen, Feinkost)","Schwaiger Str. 62, 84130 Dingolfing",84130,Deutschland,+49 8731 3768-0,,https://www.develey.de,"Größter Produktionsstandort der Develey-Gruppe; automatisches Hochregallager in Silobauweise (43 m, über 22.500 Stellplätze, GU Jungheinrich) mit LKW-Verladung laut Logistik Heute",,,,https://logistik-heute.de/news/senf-im-silo-8917.html,https://maps.google.com/?q=Schwaiger%20Str.%2062%2C%2084130%20Dingolfing&t=k,Regional / Mittelstand
